variant,Totalvalue,Vrijstand,waterPieces,waterarea
60,24861121.0,415.9783358495218,1,[19200]
40,18288328.68,396.03493362878885,2,"[4832, 14368]"
20,10775976.65,319.5689370715509,3,"[18437, 570, 193]"
