variant,Totalvalue,Vrijstand,waterPieces,waterarea
60,23281387.04,291.2806217,1,[19200]
60,23281258.27,261.4904844,4,"[6301, 9204, 1891, 1804]"
60,23280761.71,266.0281231,3,"[14636, 3199, 1365]"
60,23280733.99,272.9851485,2,"[6533, 12667]"
60,23280567.76,272.8458909,1,[19200]
60,23280351.22,287.3727869,3,"[1180, 2267, 15753]"
60,23280225.92,274.1015244,1,[19200]
60,23279853.76,277.3935983,4,"[4477, 4875, 5826, 4022]"
60,23279427.97,275.5622577,2,"[14672, 4528]"
60,23279103.96,290.7433596,4,"[15855, 211, 2232, 902]"
60,23279089.75,284.1756798,2,"[17386, 1814]"
60,23278117.86,284.7096956,4,"[10148, 1029, 367, 7656]"
60,23277853.8,271.6079272,4,"[7858, 7570, 3547, 225]"
60,23277737.81,267.0089405,2,"[4105, 15095]"
60,23277180.56,285.1493679,4,"[10393, 1563, 6589, 655]"
60,23277071.84,282.039326,2,"[4465, 14735]"
60,23276921.04,282.5137955,3,"[14879, 2300, 2021]"
60,23276120.93,273.3723239,1,[19200]
60,23275911.66,290.8390921,1,[19200]
60,23275584.53,286.7469506,4,"[19198, 2, 2, -2]"
60,23274677.36,278.7574856,4,"[9291, 2394, 2306, 5209]"
60,23274252.46,272.0364293,1,[19200]
60,23274229.8,281.4499179,4,"[8858, 2227, 1868, 6247]"
60,23272447.41,280.8397562,3,"[11960, 4109, 3131]"
60,23271953.55,279.1097722,2,"[10285, 8915]"
60,23271870.29,272.7475488,1,[19200]
60,23271719.29,260.8050793,3,"[6244, 11780, 1176]"
60,23271608.85,288.3558773,1,[19200]
60,23270264.92,280.5137939,2,"[5528, 13672]"
60,23270167.9,278.7966738,2,"[6900, 12300]"
60,23269645.18,297.6552145,3,"[5134, 9273, 4793]"
60,23269408.9,282.0928544,2,"[873, 18327]"
60,23269384.7,280.3516779,4,"[5633, 819, 4169, 8579]"
60,23269254.53,284.5038486,3,"[1682, 6591, 10927]"
60,23269127.01,290.7974015,1,[19200]
60,23268985.1,286.1023253,4,"[12021, 592, 5889, 698]"
60,23268466.93,282.7438049,1,[19200]
60,23268307.61,290.3246583,3,"[12175, 3996, 3029]"
60,23268153.5,278.9000383,2,"[16796, 2404]"
60,23267540.95,275.8368079,1,[19200]
60,23267398.79,272.975109,1,[19200]
60,23267268.05,274.0603291,2,"[8813, 10387]"
60,23267212.05,287.4265208,2,"[15587, 3613]"
60,23266997.41,270.6197729,2,"[1011, 18189]"
